,unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,city,status,resolution_action_updated_date,borough,park_facility_name,park_borough,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location
1555,55782326,2022-10-23T19:09:49.000,DSNY,Dirty Condition,Trash,Alley,10033,55 OVERLOOK TERRACE,OVERLOOK TERRACE,NEW YORK,In Progress,,MANHATTAN,Unspecified,MANHATTAN,1001874,250511,40.854252142727745,-73.93629247951372,"{'latitude': '40.854252142727745', 'longitude': '-73.93629247951372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1556,55785654,2022-10-23T19:09:35.000,DSNY,Obstruction,Cone,Street,11435,105-10 PINEGROVE STREET,PINEGROVE STREET,JAMAICA,In Progress,,QUEENS,Unspecified,QUEENS,1037531,191396,40.69185419708685,-73.80786795197163,"{'latitude': '40.69185419708685', 'longitude': '-73.80786795197163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1557,55786053,2022-10-23T19:09:29.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,33 VAN CORTLANDT AVENUE EAST,VAN CORTLANDT AVENUE EAST,BRONX,Closed,2022-10-23T21:32:01.000,BRONX,Unspecified,BRONX,1015731,258925,40.87730746437923,-73.88616248951729,"{'latitude': '40.87730746437923', 'longitude': '-73.88616248951729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1558,55783605,2022-10-23T19:09:20.000,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11206,BROADWAY,BROADWAY,,Closed,2022-10-23T19:43:52.000,BROOKLYN,Unspecified,BROOKLYN,1001393,193816,40.698640313692515,-73.93817584893678,"{'latitude': '40.698640313692515', 'longitude': '-73.93817584893678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1559,55781112,2022-10-23T19:09:06.000,HPD,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1560,55785390,2022-10-23T19:09:06.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1561,55783623,2022-10-23T19:09:06.000,HPD,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1562,55784619,2022-10-23T19:09:06.000,HPD,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1563,55783627,2022-10-23T19:09:06.000,HPD,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1564,55785399,2022-10-23T19:09:06.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1565,55781674,2022-10-23T19:08:36.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10466,4141 ELY AVENUE,ELY AVENUE,BRONX,Closed,2022-10-23T22:42:11.000,BRONX,Unspecified,BRONX,1026633,264790,40.89335940817277,-73.84670304591295,"{'latitude': '40.89335940817277', 'longitude': '-73.84670304591295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1566,55785611,2022-10-23T19:07:49.000,DSNY,Dirty Condition,Trash,Sidewalk,11432,82 DRIVE,82 DRIVE,,In Progress,,QUEENS,Unspecified,QUEENS,1037447,200485,40.716801809587736,-73.80809905535234,"{'latitude': '40.716801809587736', 'longitude': '-73.80809905535234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1567,55783869,2022-10-23T19:07:47.000,DOHMH,Smoking,Smoking Violation,Residential Building,11103,30-93 38 STREET,38 STREET,ASTORIA,In Progress,,QUEENS,Unspecified,QUEENS,1007111,216972,40.76218491030633,-73.91747591296894,"{'latitude': '40.76218491030633', 'longitude': '-73.91747591296894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1568,55787301,2022-10-23T19:07:19.000,NYPD,Illegal Parking,Paper License Plates,Street/Sidewalk,11233,140 HULL STREET,HULL STREET,BROOKLYN,Closed,2022-10-23T19:40:48.000,BROOKLYN,Unspecified,BROOKLYN,1009163,186890,40.67961158285479,-73.91017991416649,"{'latitude': '40.67961158285479', 'longitude': '-73.91017991416649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1569,55780965,2022-10-23T19:07:03.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10463,63 ADRIAN AVENUE,ADRIAN AVENUE,NEW YORK,Closed,2022-10-23T21:35:46.000,MANHATTAN,Unspecified,MANHATTAN,1009001,258969,40.87744966990328,-73.9104984611231,"{'latitude': '40.87744966990328', 'longitude': '-73.9104984611231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1570,55782642,2022-10-23T19:06:59.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11225,347 LINCOLN ROAD,LINCOLN ROAD,BROOKLYN,Closed,2022-10-23T19:37:07.000,BROOKLYN,Unspecified,BROOKLYN,997709,180293,40.66152912219051,-73.9514887534417,"{'latitude': '40.66152912219051', 'longitude': '-73.9514887534417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1571,55781264,2022-10-23T19:06:59.000,DPR,Overgrown Tree/Branches,Clear Street Light,Street,11413,218-10 138 AVENUE,138 AVENUE,SPRINGFIELD GARDENS,In Progress,,QUEENS,Unspecified,QUEENS,1052497,185102,40.674475916409904,-73.75396434184321,"{'latitude': '40.674475916409904', 'longitude': '-73.75396434184321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1572,55784543,2022-10-23T19:06:26.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,7 HEGEMAN AVENUE,HEGEMAN AVENUE,BROOKLYN,Open,2022-10-23T00:00:00.000,BROOKLYN,Unspecified,BROOKLYN,1008705,178138,40.65559058142622,-73.91186291184383,"{'latitude': '40.65559058142622', 'longitude': '-73.91186291184383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1573,55781401,2022-10-23T19:06:07.000,DSNY,Dirty Condition,Trash,Sidewalk,11201,251 ATLANTIC AVENUE,ATLANTIC AVENUE,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,986706,190404,40.689291427702685,-73.99114397635192,"{'latitude': '40.689291427702685', 'longitude': '-73.99114397635192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1574,55782156,2022-10-23T19:05:57.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,5425 VALLES AVENUE,VALLES AVENUE,BRONX,In Progress,,BRONX,Unspecified,BRONX,1012000,267896,40.90194253257628,-73.89961686062802,"{'latitude': '40.90194253257628', 'longitude': '-73.89961686062802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1575,55783433,2022-10-23T19:05:54.000,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,10464,414 CITY ISLAND AVENUE,CITY ISLAND AVENUE,BRONX,Closed,2022-10-23T20:12:28.000,BRONX,Unspecified,BRONX,1042981,249064,40.8501028172881,-73.78771128496356,"{'latitude': '40.8501028172881', 'longitude': '-73.78771128496356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1576,55786735,2022-10-23T19:05:33.000,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10016,411 PARK AVENUE SOUTH,PARK AVENUE SOUTH,NEW YORK,Closed,2022-10-23T19:09:17.000,MANHATTAN,Unspecified,MANHATTAN,988723,210192,40.74360395448917,-73.9838577822296,"{'latitude': '40.74360395448917', 'longitude': '-73.9838577822296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1577,55782720,2022-10-23T19:05:24.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,31 VAN CORTLANDT AVENUE EAST,VAN CORTLANDT AVENUE EAST,BRONX,Closed,2022-10-23T21:43:42.000,BRONX,Unspecified,BRONX,1015726,258924,40.87730473752375,-73.8861805745472,"{'latitude': '40.87730473752375', 'longitude': '-73.8861805745472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1578,55783956,2022-10-23T19:05:22.000,DSNY,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11209,9109 RIDGE BOULEVARD,RIDGE BOULEVARD,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,974477,165341,40.62049392703896,-74.03520387349376,"{'latitude': '40.62049392703896', 'longitude': '-74.03520387349376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1579,55782514,2022-10-23T19:05:04.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11213,800 EMPIRE BOULEVARD,EMPIRE BOULEVARD,BROOKLYN,Closed,2022-10-23T20:17:04.000,BROOKLYN,Unspecified,BROOKLYN,1002041,181077,40.66367338367785,-73.93587254890248,"{'latitude': '40.66367338367785', 'longitude': '-73.93587254890248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1580,55782957,2022-10-23T19:05:00.000,DPR,Illegal Tree Damage,Branches Damaged,Street,11385,71-18 72 STREET,72 STREET,RIDGEWOOD,In Progress,,QUEENS,Unspecified,QUEENS,1017738,195959,40.70447558299404,-73.87921898841675,"{'latitude': '40.70447558299404', 'longitude': '-73.87921898841675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1581,55785583,2022-10-23T19:04:42.000,DHS,Homeless Person Assistance,Non-Chronic,Store/Commercial,10018,409 WEST 39 STREET,WEST 39 STREET,NEW YORK,Closed,2022-10-23T20:42:00.000,MANHATTAN,Unspecified,MANHATTAN,985803,214962,40.75669739543515,-73.99439441274656,"{'latitude': '40.75669739543515', 'longitude': '-73.99439441274656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1582,55783089,2022-10-23T19:04:26.000,DHS,Homeless Person Assistance,Non-Chronic,House of Worship,11373,84-07 BROADWAY,BROADWAY,ELMHURST,Closed,2022-10-23T23:28:20.000,QUEENS,Unspecified,QUEENS,1017956,208842,40.739835442116316,-73.87836821155484,"{'latitude': '40.739835442116316', 'longitude': '-73.87836821155484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1583,55780967,2022-10-23T19:04:24.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10128,JOHN HAYNES HOLMES TOWERS,JOHN HAYNES HOLMES TOWERS,NEW YORK,Closed,2022-10-23T20:23:28.000,MANHATTAN,Unspecified,MANHATTAN,999366,223712,40.780701082230614,-73.94541879711404,"{'latitude': '40.780701082230614', 'longitude': '-73.94541879711404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1584,55782429,2022-10-23T19:04:09.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11212,159 EAST   91 STREET,EAST   91 STREET,BROOKLYN,Closed,2022-10-23T19:20:36.000,BROOKLYN,Unspecified,BROOKLYN,1004406,179968,40.66062435671752,-73.92735125300926,"{'latitude': '40.66062435671752', 'longitude': '-73.92735125300926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1585,55784184,2022-10-23T19:04:02.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11354,38-11 149 PLACE,149 PLACE,FLUSHING,Closed,2022-10-23T19:55:07.000,QUEENS,Unspecified,QUEENS,1035304,217799,40.764336954368034,-73.81569820395616,"{'latitude': '40.764336954368034', 'longitude': '-73.81569820395616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1586,55785464,2022-10-23T19:03:55.000,TLC,Taxi Complaint,Driver Complaint - Passenger,Street,10010,23 LEXINGTON AVENUE,LEXINGTON AVENUE,NEW YORK,In Progress,,MANHATTAN,Unspecified,MANHATTAN,988520,208769,40.73969827431133,-73.98459127445521,"{'latitude': '40.73969827431133', 'longitude': '-73.98459127445521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1587,55781227,2022-10-23T19:03:01.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,77-13 62 STREET,62 STREET,RIDGEWOOD,Closed,2022-10-23T21:53:35.000,QUEENS,Unspecified,QUEENS,1013974,193432,40.697553009046466,-73.89280572814563,"{'latitude': '40.697553009046466', 'longitude': '-73.89280572814563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1588,55784849,2022-10-23T19:02:49.000,DSNY,Lot Condition,Trash,Lot,11206,601 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,BROOKLYN,In Progress,,BROOKLYN,Unspecified,BROOKLYN,999470,192252,40.69435101436557,-73.94511444743466,"{'latitude': '40.69435101436557', 'longitude': '-73.94511444743466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1589,55781107,2022-10-23T19:02:32.000,HPD,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10032,1252 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,1001501,246753,40.84393828232022,-73.93765047458338,"{'latitude': '40.84393828232022', 'longitude': '-73.93765047458338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1590,55782846,2022-10-23T19:02:26.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,750 OCEAN AVENUE,OCEAN AVENUE,BROOKLYN,Open,2022-10-23T00:00:00.000,BROOKLYN,Unspecified,BROOKLYN,995370,174025,40.64432807707226,-73.95992971344045,"{'latitude': '40.64432807707226', 'longitude': '-73.95992971344045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1591,55781765,2022-10-23T19:02:23.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10026,131 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NEW YORK,Closed,2022-10-23T19:37:32.000,MANHATTAN,Unspecified,MANHATTAN,997339,232197,40.803993349077885,-73.95272139805937,"{'latitude': '40.803993349077885', 'longitude': '-73.95272139805937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1592,55781652,2022-10-23T19:02:23.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11105,22-64 STEINWAY STREET,STEINWAY STREET,ASTORIA,Closed,2022-10-23T19:50:49.000,QUEENS,Unspecified,QUEENS,1009905,220473,40.77178657655201,-73.90737672087212,"{'latitude': '40.77178657655201', 'longitude': '-73.90737672087212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1593,55784537,2022-10-23T19:02:22.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10030,138 WEST  133 STREET,WEST  133 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,999965,235627,40.81340346701708,-73.94322803135984,"{'latitude': '40.81340346701708', 'longitude': '-73.94322803135984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1594,55785788,2022-10-23T19:01:56.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10037,455 LENOX AVENUE,LENOX AVENUE,NEW YORK,Closed,2022-10-23T19:10:07.000,MANHATTAN,Unspecified,MANHATTAN,1000307,235324,40.812571201680086,-73.94199324824912,"{'latitude': '40.812571201680086', 'longitude': '-73.94199324824912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1595,55786293,2022-10-23T19:01:29.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,60 AVENUE,60 AVENUE,,Closed,2022-10-23T20:19:54.000,QUEENS,Unspecified,QUEENS,1014397,202384,40.72212267583924,-73.89124017291856,"{'latitude': '40.72212267583924', 'longitude': '-73.89124017291856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1596,55786781,2022-10-23T19:01:17.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10468,60 EAST  196 STREET,EAST  196 STREET,BRONX,Closed,2022-10-23T21:24:16.000,BRONX,Unspecified,BRONX,1013366,255762,40.86863412569598,-73.89472823271022,"{'latitude': '40.86863412569598', 'longitude': '-73.89472823271022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1597,55786658,2022-10-23T19:00:44.000,NYPD,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10010,254 3 AVENUE,3 AVENUE,NEW YORK,Closed,2022-10-23T19:03:42.000,MANHATTAN,Unspecified,MANHATTAN,988627,207929,40.73739263024629,-73.98420570072238,"{'latitude': '40.73739263024629', 'longitude': '-73.98420570072238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1598,55781647,2022-10-23T19:00:37.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11433,168-23 106 AVENUE,106 AVENUE,JAMAICA,Closed,2022-10-23T19:57:59.000,QUEENS,Unspecified,QUEENS,1042865,194526,40.70041157552107,-73.7886063051196,"{'latitude': '40.70041157552107', 'longitude': '-73.7886063051196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1599,55783931,2022-10-23T19:00:24.000,DSNY,Abandoned Bike,Chained to Public Property,Street,10014,312 WEST   11 STREET,WEST   11 STREET,NEW YORK,Unspecified,2022-10-23T19:00:31.000,MANHATTAN,Unspecified,MANHATTAN,982428,207329,40.73574667391918,-74.006574480761,"{'latitude': '40.73574667391918', 'longitude': '-74.006574480761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1600,55785962,2022-10-23T19:00:24.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10029,1465 PARK AVENUE,PARK AVENUE,NEW YORK,Closed,2022-10-23T19:28:38.000,MANHATTAN,Unspecified,MANHATTAN,998863,228492,40.793821746748584,-73.94722464211642,"{'latitude': '40.793821746748584', 'longitude': '-73.94722464211642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1601,55783471,2022-10-23T19:00:01.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11378,69-33 52 DRIVE,52 DRIVE,MASPETH,Closed,2022-10-23T19:28:11.000,QUEENS,Unspecified,QUEENS,1013443,206064,40.732226571925565,-73.89466590340015,"{'latitude': '40.732226571925565', 'longitude': '-73.89466590340015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1602,55782506,2022-10-23T18:59:46.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11223,1833 WEST    4 STREET,WEST    4 STREET,BROOKLYN,Closed,2022-10-23T19:32:58.000,BROOKLYN,Unspecified,BROOKLYN,990713,158897,40.60280950689858,-73.97672543064814,"{'latitude': '40.60280950689858', 'longitude': '-73.97672543064814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1603,55783715,2022-10-23T18:59:33.000,HPD,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1604,55782794,2022-10-23T18:59:33.000,HPD,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1605,55781215,2022-10-23T18:59:33.000,HPD,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,10026,239 WEST  116 STREET,WEST  116 STREET,NEW YORK,Open,2022-10-23T00:00:00.000,MANHATTAN,Unspecified,MANHATTAN,996950,232165,40.803906085585346,-73.95412656002998,"{'latitude': '40.803906085585346', 'longitude': '-73.95412656002998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1606,55781527,2022-10-23T18:59:29.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,325 MARINE AVENUE,MARINE AVENUE,BROOKLYN,Closed,2022-10-23T19:36:33.000,BROOKLYN,Unspecified,BROOKLYN,974918,163156,40.61449703125776,-74.03361230262252,"{'latitude': '40.61449703125776', 'longitude': '-74.03361230262252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1607,55786972,2022-10-23T18:59:23.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11385,1822 HARMAN STREET,HARMAN STREET,RIDGEWOOD,Open,2022-10-23T00:00:00.000,QUEENS,Unspecified,QUEENS,1008525,196608,40.7062870050101,-73.91244510610122,"{'latitude': '40.7062870050101', 'longitude': '-73.91244510610122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1608,55785141,2022-10-23T18:59:04.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10466,4064 BRONX BOULEVARD,BRONX BOULEVARD,BRONX,Closed,2022-10-23T23:25:13.000,BRONX,Unspecified,BRONX,1022150,264035,40.8913075690776,-73.86292205289855,"{'latitude': '40.8913075690776', 'longitude': '-73.86292205289855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1609,55781554,2022-10-23T18:59:03.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,2462 WEST STREET,WEST STREET,BROOKLYN,Closed,2022-10-23T19:30:52.000,BROOKLYN,Unspecified,BROOKLYN,992583,153971,40.589287069573906,-73.96999725906244,"{'latitude': '40.589287069573906', 'longitude': '-73.96999725906244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1610,55785424,2022-10-23T18:58:45.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,60 AVENUE,60 AVENUE,,Closed,2022-10-23T20:19:49.000,QUEENS,Unspecified,QUEENS,1014397,202384,40.72212267583924,-73.89124017291856,"{'latitude': '40.72212267583924', 'longitude': '-73.89124017291856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1611,55784925,2022-10-23T18:58:22.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1369 84 STREET,84 STREET,BROOKLYN,Closed,2022-10-23T20:24:45.000,BROOKLYN,Unspecified,BROOKLYN,981149,163086,40.61430926738149,-74.01116925149776,"{'latitude': '40.61430926738149', 'longitude': '-74.01116925149776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1612,55781648,2022-10-23T18:58:15.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11433,168-23 106 AVENUE,106 AVENUE,JAMAICA,Closed,2022-10-23T19:57:54.000,QUEENS,Unspecified,QUEENS,1042865,194526,40.70041157552107,-73.7886063051196,"{'latitude': '40.70041157552107', 'longitude': '-73.7886063051196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1613,55782422,2022-10-23T18:58:11.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,2069 85 STREET,85 STREET,BROOKLYN,Closed,2022-10-23T19:55:57.000,BROOKLYN,Unspecified,BROOKLYN,985298,159465,40.60437084599537,-73.99622585195348,"{'latitude': '40.60437084599537', 'longitude': '-73.99622585195348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1614,55783413,2022-10-23T18:58:00.000,DOT,Street Light Condition,Street Light Out,,10453,,,BRONX,Open,,BRONX,Unspecified,BRONX,1008326,248396,40.84843186100232,-73.91297729395332,"{'latitude': '40.84843186100232', 'longitude': '-73.91297729395332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1615,55783763,2022-10-23T18:57:42.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11211,359 METROPOLITAN AVENUE,METROPOLITAN AVENUE,BROOKLYN,Closed,2022-10-23T19:29:12.000,BROOKLYN,Unspecified,BROOKLYN,996439,199449,40.71410977788463,-73.95603164896994,"{'latitude': '40.71410977788463', 'longitude': '-73.95603164896994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1616,55787078,2022-10-23T18:57:39.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,10469,1660 EAST GUN HILL ROAD,EAST GUN HILL ROAD,BRONX,Closed,2022-10-23T20:40:20.000,BRONX,Unspecified,BRONX,1029136,254835,40.86602369294996,-73.83771656048478,"{'latitude': '40.86602369294996', 'longitude': '-73.83771656048478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1617,55783138,2022-10-23T18:57:34.000,DSNY,Dirty Condition,Trash,Alley,10305,DOTY AVENUE,DOTY AVENUE,,In Progress,,STATEN ISLAND,Unspecified,STATEN ISLAND,966015,155750,40.5941552267218,-74.06565941529155,"{'latitude': '40.5941552267218', 'longitude': '-74.06565941529155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
